   Date      Time       WNDDIR  WSPD_AVG  WSPD_MAX   AMBIENT    RELHUM     BAROM  RAINFALL   DEW_PNT    X-WIND     SOLAR      OVAL  GNEAGLES       VDA  Straight
  mm/dd/yy  hh:mm:ss       Deg     M/Sec     M/Sec     Deg_C         %      mBar        cm     Deg_C     M/Sec   Wts/M^2     Deg_C     Deg_C     Deg_C     Deg_C
  10-13-21  01:22:33       282       1.3       1.7       9.5     40.30    960.61    0.0000      -3.4       1.3      -0.0      16.5      11.7      13.9      13.4
  10-13-21  01:23:09       282       1.3       1.6       9.5     40.30    960.61    0.0000      -3.4       1.2      -0.0      16.5      11.7      13.9      13.4
  10-13-21  01:23:39       282       1.3       1.6       9.5     40.30    960.61    0.0000      -3.4       1.2      -1.5      16.5      11.7      13.9      13.4
  10-13-21  01:24:09       284       1.3       1.7       9.5     40.40    960.61    0.0000      -3.4       1.3       0.2      16.5      11.7      13.9      13.4
  10-13-21  01:24:40       287       1.3       1.7       9.5     40.40    960.61    0.0000      -3.4       1.3      -1.7      16.5      11.7      13.9      13.4
  10-13-21  01:25:15       285       1.3       1.6       9.5     40.40    960.61    0.0000      -3.4       1.3       1.0      16.5      11.7      13.9      13.4
  10-13-21  01:25:51       284       1.4       1.6       9.5     40.50    960.61    0.0000      -3.4       1.3      -0.3      16.5      11.6      13.9      13.4
  10-13-21  01:26:29       286       1.4       1.8       9.5     40.50    960.61    0.0000      -3.4       1.4      -4.0      16.5      11.6      13.9      13.4
  10-13-21  01:27:05       290       1.3       1.7       9.4     40.50    960.61    0.0000      -3.5       1.3      -2.0      16.5      11.6      13.8      13.4
  10-13-21  01:27:42       292       0.8       1.4       9.4     40.70    960.61    0.0000      -3.4       0.8      -0.3      16.5      11.6      13.8      13.4
  10-13-21  01:28:19       290       1.2       1.6       9.4     40.50    960.61    0.0000      -3.5       1.2      -2.7      16.5      11.6      13.8      13.4
  10-13-21  01:28:56       288       1.4       1.6       9.4     40.50    960.61    0.0000      -3.5       1.3       1.5      16.5      11.6      13.8      13.3
  10-13-21  01:29:32       304       0.7       0.9       9.4     40.60    960.61    0.0000      -3.4       0.7       0.8      16.5      11.5      13.8      13.3
  10-13-21  01:30:08       296       0.8       1.0       9.4     40.80    960.61    0.0000      -3.4       0.8      -0.0      16.5      11.5      13.8      13.3
  10-13-21  01:30:39       297       0.9       1.1       9.4     40.90    960.61    0.0000      -3.3       0.9      -0.9      16.5      11.5      13.8      13.3
  10-13-21  01:31:16       292       0.9       1.2       9.4     41.10    960.61    0.0000      -3.3       0.9      -0.2      16.5      11.5      13.8      13.3
  10-13-21  01:31:46       293       0.9       1.2       9.4     41.20    960.61    0.0000      -3.3       0.9       1.1      16.5      11.5      13.8      13.3
